french,ewe,source,type,french_length,ewe_length
"""Avant les Français et Anglais au Cameroun, le même peuple vivait déjà en communauté sous l'administration de l'Allemagne. ""","do ŋgɔ na fãse kple ŋlɛsi yavuwo ƒe vava la,kamaloviwo nɔa hadomegbe le dzama yevuwo ƒe kpɔk̂plɔ te",https://ellecitoyenne.com/,"Blog, News",19,18
"Honnêtement, j'ai vu « Le grand masque a menti» plusieurs fois en librairie sans jamais avoir envie de le lire,","le nyateƒe me la, mekpɔ «le grand masque a ment» zi geɖe le agbãlɛ dzraƒe si me dzrom be maxlẽ o",https://leschroniquesdetchonte.com/,Blog,20,21
"Je souris et réponds « Bien sur »,",Mekonu et meɖo eŋu be: «nyateƒe»,https://leschroniquesdetchonte.com/,Blog,8,6
Sokhna Benga a quant à elle abordé un sujet auquel on ne pense pas souvent,Sokhna Benga ya ɖe nya aɖe si miegblɔa edziedzi o la ɖe go,https://leschroniquesdetchonte.com/,Blog,15,13
Le centre commercial était nettement moins rempli qu’à l’accoutumée et ça m’a vraiment fait bizarre de le voir ainsi,xɔame meɖɔ abe ale sie onɔna tsã la ene o eye wowɔ moya nam,https://leschroniquesdetchonte.com/,Blog,19,14
Sur le terrain c'est autre chose. ,Dɔa mefa o,https://ellecitoyenne.com/,"Blog, News",6,3
"Les gens m’ont dit que c’était de ma faute s’il avait épousé Ami en secondes noces, j’étais tout le temps partie",amewo be nyee na woɖe ami elabe nyemenɔa nayi o,https://leschroniquesdetchonte.com/,Blog,21,10
"J'ai été encore plus heureuse lorsqu'ils répondaient aux questions du guide, et plus tard aux nôtres pendant le bilan de la journée,",megakpɔ dzidzɔ esime wonɔ kplɔla ƒe biabiawo ŋu ɖom eye na miawo hã esime miele tsaɖiɖia nu wum,https://leschroniquesdetchonte.com/,Blog,22,18
"com fusionne avec Confinity, son grand concurrent, fondé par Max Levchin et Peter Thiel",wɔ ɖeka kple asisuinɔ Confinity si Max Levchin kple Peter Thiel ɖo la,https://leschroniquesdetchonte.com/,Blog,14,13
"""Aussi, me semble-t-il nécessaire de solliciter, malgré leur situation actuelle de détenus, l'expérience et les idées des personnalités importantes telles que l'ancien Premier Ministre, les anciens Ministres d'Etat Secrétaires Généraux à la présidence de la République et bien d'autres anciens ministres et personnalités d'une telle expérience. """,le alesi nɔnɔmeawo vayi ta la ehíã be míanya nusita woŋlɔ agbalẽ sia ɖo,https://ellecitoyenne.com/,"Blog, News",47,14
"Pour le président américain, le duo Oracle/Walmart doit contrôler TikTok",amerikdukplɔla la be venɔe Oracle/Walmart ɖo la nye ttiktok kplɔla,https://l-frii.com/,News,10,10
"""C'est une ""mauvaise femme""€_x009d_, et une mauvaise femme est une honte tant pour elle que pour sa famille. """,nyɔnu vɔɖie wõnye ey nyɔnu vɔ̃ɖiwo nye ŋukpe na woƒe ƒome kple wo ŋutɔwo,https://ellecitoyenne.com/,"Blog, News",19,14
"J'ai remarqué une chose que vous n’avez pas vue : ce boeuf noir, il est trop gourmand.","Me de dzesi nane si mi me kpɔ o, nyi yibɔ la ɖua nutsu akpa.",https://carnet-de-contes.jimdofree.com/contes/contes-africains/,Tales,17,15
"Ici même, la police est obligée de faire des descentes dans des lieux de cultes et de restauration pour disperser le monde","miagbɔ la kpɔvitɔwo gena ɖe gbedoxɔwo, nuɖuƒewo ahe kaka amewo",https://leschroniquesdetchonte.com/,Blog,22,10
Je ne peux plus rester ici,nyemagate ŋu anɔ afi sia o,https://leschroniquesdetchonte.com/,Blog,6,6
Laquelle ?,Eka ƒomevi?,https://carnet-de-contes.jimdofree.com/contes/contes-africains/,Tales,2,2
"Malice, donc, coupa dans la peau du Bouc qui avait fait son régal, un habit fort élégant, et composa une chansonnette avec paroles et mélodie.","Nudrã tɔ awu nyuie aɖe tso gbɔ si wose vivi na la ƒe egbalẽ me hekpa havivi kple nyati aɖewo,",https://carnet-de-contes.jimdofree.com/contes/contes-africains/,Tales,25,20
"On s'arrête par moments,",miétɔte ɣeaɖewoyi,https://leschroniquesdetchonte.com/,Blog,4,2
"Le chasseur prit sa gibecière, y mit sa nourriture et partit, accompagné de son chien.",Adela la tsɔ nuɖuɖu de akpo me eye wodze mɔ kple yeƒe avu la.,https://carnet-de-contes.jimdofree.com/contes/contes-africains/,Tales,15,14
"Sur le menu, c’est marqué “premier regard”",le nuɖuɖugbalẽa dzi la woŋl;lo be 'Premier Regard'- nukpɔkpɔ gbãtɔ,https://leschroniquesdetchonte.com/,Blog,7,10
Utilisez un pseudonyme simple pour que l’on vous retrouve facilement,miwɔ ahanoŋku bɔbɔe ŋudɔ alebe woate ŋu ade dzesi mi bla,https://leschroniquesdetchonte.com/,Blog,10,11
"""Selon celui qui qualifie l'acte, celui-ci peut prendre la valeur d'acte de terreur ou non. """,amesia ate ŋu anye ŋudidona ame la le amesi le nu ƒom tso nudzɔdzɔawo ŋu la nu,https://ellecitoyenne.com/,"Blog, News",16,17
"Désormais, Karine Vigier compte plus de 10 000 abonnés sur Instagram et pas moins de 115 000 followers sur TikTok",mielɔ na bɔsu siwo be yewoakɔ mi cedis 200 alo 120 yi Lome o,https://l-frii.com/,News,20,14
"Cette bague, la plus chère du monde, vaut 615 000 livres, soit environ 435 millions FCFA",asigɛ xɔ asi abe pɔŋu 615000 sie nye frã miliɔn 435,https://l-frii.com/,News,16,11
"En plus du domaine dans lequel on peut être le meilleur, il faut déterminer ce qui fait tourner le moteur économique, le bon indicateur sur lequel il faut se focaliser pour augmenter ses revenus","to vovo na nu si me mienye ta le la, edze be mianya nu si nana ga dɔwɔƒea la",https://leschroniquesdetchonte.com/,Blog,34,19
"8""C'est effarant ! Ces agents pensent-ils seulement à l'urgence du besoin du service"" ?","miate ŋu se le miniti ɖeka nutata sia me What About Me Men & Women me be ne ehiã srɔwo legbɔdɔ̃nya gome la, mate ŋu agbe o",https://ellecitoyenne.com/,"Blog, News",14,27
Le premier qui respire ira au paradis.,Ame gbãtɔ si agbɔ la ayi paradiso me.,https://carnet-de-contes.jimdofree.com/contes/contes-africains/,Tales,7,8
"Vous devriez lire lorsque vous mangez seul en public ou ayez au moins un livre,",Mieɖo la nu xlẽ nu ne woɖeka ele nu ɖum le hahome alo le agbãlɛ ɖe asi,https://leschroniquesdetchonte.com/,Blog,15,17
"Les pleurs de sa mère lui lacèrent le coeur,",dada ƒe avi fafa do veve sese dzi nae,https://leschroniquesdetchonte.com/,Blog,9,9
"Les personnes bénéficiaires de ces maisons doivent également donner de leur temps pour construire d’autres maisons, et aux Etats Unis et au Canada, elles ne paient pas d’intérêt sur leur hypothèque",ame siwo aƒle aƒe siawo la hã atsɔ woƒe ɣeyiɣi akpe ɖe xɔ bubuwo tutu ŋu eye le Amerika kple Kanada la ame siawo mexea gadzivi ɖe awobanuwo dzi o,https://leschroniquesdetchonte.com/,Blog,31,30
"	            					 Cliquez pour partager sur Facebook(ouvre dans une nouvelle fenêtre) L'école et tout ce qui s'y rapporte a perdu sa valeur tant au niveau des institutions qu'au niveau des familles. """,ke miakpɔ mɔ ele nuƒom tso ameƒeƒle ŋu le america gake miedzraɖo na alesi wogblɔe le agbãlɛame o,https://ellecitoyenne.com/,"Blog, News",30,18
"Il fallait que je me pose les bonnes questions et comme toujours lorsqu’on ne veut pas voir la réalité en face, j’ai procrastiné",mebia nya nyiawo ɖokuinhe eye metɔ gbɔ,https://leschroniquesdetchonte.com/,Blog,23,7
"On ne s'apitoie pas vraiment sur son sort en lisant « La vie sans fards »,",eƒe agbe mewɔ nuzizĩ le «lavie sans fards» xexlẽ me o,https://leschroniquesdetchonte.com/,Blog,16,11
Malcolm Gladwell par Celeste Sloman Malcolm Gladwell explique également qu’on surestime parfois l’importance que peuvent avoir les parents sur leurs enfants,malcolm be mienaa veve ŋusẽ si dzilawo ɖoa ɖe wo viwo dzi ŋu gã akpa,https://leschroniquesdetchonte.com/,Blog,21,15
"Mais bon€¦ Cora est la fille de Mabel, elle-même fille d'Ajarry, Africaine enlevée de l'actuel Bénin puis vendue comme esclave en Amérique,","cora nye Mabel ƒe vi , ye ŋutɔ nye Ajarry ƒe vi africavi si wole tso Benin yi america abe ameƒeƒle ene",https://leschroniquesdetchonte.com/,Blog,22,22
Celui de donner plus de voix aux femmes voilées,esi ana miana gbe mɔslɛmnyɔnuwoe,https://leschroniquesdetchonte.com/,Blog,9,5
"A aucun moment elle n’a tremblé, aucun gémissement, comme si elle sortait à peine de l’usine",be me ʋuʋu alo trɔgbeme kpɔ o abe ɖee fifi woƒlee yeye tso ewɔƒea ene,https://leschroniquesdetchonte.com/,Blog,16,15
Pas d'ordinateurs PBHev pour eux. , PBHev mɔ̃ɖaŋu mele wosi o,https://ellecitoyenne.com/,"Blog, News",5,5
"""Toutes génération l'utilise, et parfois plus qu'on ne le croit. """,dzidzimewo katã zãnae wu alesi míesusuii,https://ellecitoyenne.com/,"Blog, News",11,6
"Depuis le début de l’année, il ne cessait de me dire qu’il voulait faire un deuxième atelier de cocktails avec les enfants","tso keke ƒèa gɔmedzedze ke la, medzudzɔ egbɔgblɔ nam be yele dzidzim be yeawɔ hatsaka ɖoɖo evelia kple ɖeviawo o",https://leschroniquesdetchonte.com/,Blog,22,20
Le Prophète (que la prière d’Allah et Son salut soient sur lui) a dit: « Tu dis: Ô Allah,ebe nagblɔ be ô Allah,https://leschroniquesdetchonte.com/,Blog,19,5
"Contrairement à  ce que nous pourrions supposer, peu de chinois parlent anglais ici,","na nusi miesusu na la, shinetɔ ʋeaɖewo koe doa ŋlɛsi gbe le afii",https://leschroniquesdetchonte.com/,Blog,13,13
"Quand bien même les mosquées ont l’habitude de faire une veille spéciale pendant la 27e nuit du Ramadan, c’est surtout recommandé de la chercher pendant toutes les dix dernières nuits",to egbɔ be wowɔa ŋudɔdɔ le ŋkeke 27 lia dzi hã wobe mianɔ edim le ŋkeke ewo mamlɔea kata me,https://leschroniquesdetchonte.com/,Blog,30,20
Il a sans aucun doute été un socle pour Sabel,enye gɔmeɖokpe vavã na Sabel,https://leschroniquesdetchonte.com/,Blog,10,5
"Le chef de famille est lui-même appelé Baba Segi en référence à  sa première fille,",woyɔa ƒome tatɔ hã ŋutɔ be baba segi na sɔli dodo via gbãtɔ,https://leschroniquesdetchonte.com/,Blog,15,13
"""Tout le monde a un portable, a un compte Facebook, discute sur WhatsApp, fait des transferts électroniques, va régulierement sur internet. ""","kaƒomɔ le ame sia ame si,woɖo facebook yaʋala eye woƒoanu le whatsapp hã dzi",https://ellecitoyenne.com/,"Blog, News",22,14
 La télévision de papa c'est fini. ,papa ƒe dzidziƒe nukpɔmɔa kple,https://ellecitoyenne.com/,"Blog, News",6,5
"Je vois, fit-elle calmement",egblɔ be enyo mese egɔme,https://aphtalcisse.tg/,Blog,4,5
"Tu seras toujours chère à mon cœur, mais j’ai déjà fait mon choix",eganɔ vevie le nye dzime gake mewɔ nye tsatsiã vɔ xo,https://leschroniquesdetchonte.com/,Blog,13,11
" Tu sembles, sans le dire (encore heureux que ne sois pas encore capable de parler), espérer un long discours,  Ou sinon une brève explication",edze abe nele te nɔm (elabe meƒoa nu haɖe o) kpɔ nyameɖeɖe legbe aɖe tso nuwo ŋue,https://aphtalcisse.tg/,Blog,24,17
Toutes les humiliations que tu as subies pendant ta grossesse ont fini par t'enlever la vie. ,gbɔɖiamesiwo me neto le wò fufɔfɔ ƒfe ɣeyiɣi lae tsɔ wò de asi na ku,https://ellecitoyenne.com/,"Blog, News",16,15
"Les jeunes filles n'aiment pas ce genre de soutien-gorge,","ɖetugbuiwo melɔ̃a anɔlenu sia tɔŋgbe o,",TakwimuLab,Daily lfe,9,6
Nous devons avoir nos limites. ,seɖoƒe anɔ eŋu na mí,https://ellecitoyenne.com/,"Blog, News",5,5
"Et il va encore plus loin,",eye woga yi ŋugɔ,https://leschroniquesdetchonte.com/,Blog,6,4
"Observer les gens à tomber amoureux,",akpɔ amewo woalɔ̃ wo nɔewo,https://leschroniquesdetchonte.com/,Blog,6,5
Le blog de voyage de Sadjo a également été très utile pour avoir une idée des alternatives à emprunter entre les différentes capitales,Sadjo ƒe yaʋalanuŋlɔƒea hã kpeɖe mia ŋu na lidɔdɔwo le fiadu vovovoawo me,https://leschroniquesdetchonte.com/,Blog,23,13
"""Photo : RDPC""  La seconde nouveauté est venue de la fanfare de l'Institut "" national de la Jeunesse et des Sports qui claironnait, face au pavillon d'honneur de l'aéroport, au moment où le couple présidentiel s'avance pour répondre aux ovations de la foule, l'air bien connu ""«"" Paul Biya, notre président"" ""€¦"" ""». """,akpe na amesiwo katã ɖo nye yɔyɔa ŋu eye na lɔlɔnu faa dɔwɔla siwo kplɔ mi yi ,https://ellecitoyenne.com/,"Blog, News",54,17
Merci pour ce délicieux moment,akpe ɖe ɣeyiɣi tɔxɛ sia ta,https://leschroniquesdetchonte.com/,Blog,5,6
"L'amour envers la nature, l'amour pour Dieu, l'amour envers tous les hommes, y compris, surtout même, les rejetés de la société,","lɔlɔ̃ na xexe, na Mawu, na amegbetɔwo eye vevietɔ na amesiwo hadomegbenɔnɔ ɖe ɖe aga",https://leschroniquesdetchonte.com/,Blog,21,15
"On verra bien ce qui va arriver,",Míakpɔ nu si adzɔ la,TakwimuLab,Daily lfe,7,5
Je me souviens avoir été ébranlée par son parfum avant même qu’il n’ouvre la bouche,meɖoŋui be eƒe amiʋeʋẽ dzem hafi wodze nuƒoƒo,https://leschroniquesdetchonte.com/,Blog,15,8
"Je suis assise sur le canapé, les genoux pliés sous mon menton, mes mains les enlaçant comme j’aurais voulu que l’on m’enlace plus souvent",menɔ akpasa me hede ta klosiwo mebla kple alɔwo abe alesi medina be alem la dzi,https://leschroniquesdetchonte.com/,Blog,24,16
" 
 
Tu sais, avant, bien avant l’âge que tu as aujourd’hui, j’avais aussi un grand-frère","enya, tsã hafi maɖo ƒè si neɖo egbe la, fofo nɔ nye hã asinye",https://aphtalcisse.tg/,Blog,14,14
"Pour la majorité, c’est donc le meilleur moment pour avoir un bébé",eye ɣeyiɣi siae nye nyuitɔ hena vidzidzi,https://leschroniquesdetchonte.com/,Blog,12,7
"€“ Une conception psychanalytique basée sur les idées de Freud et Lacant,",nukpɔ susu si hã wotu ɖe Freud kple Lacant tɔ dzi,https://leschroniquesdetchonte.com/,Blog,12,11
"Elle cite des livres qui l'ont marquée,",eyɔ agbãlɛaɖewo siwo wodɔ ɖe edzi,https://leschroniquesdetchonte.com/,Blog,7,6
Le Nigeria et le Cameroun sont en train de perdre  fois: contre les menaces des vrais terroristes mais aussi dans leur devoir d'assurer la sécurité à leurs citoyens et permettre le vivre ensemble. , Nigeria kple  kamalo bu mɔkpɔkpɔ le aʋawɔwɔ ɖe xlɔ̃donu wɔwɔ ŋu kple woƒe ŋutete be yewoakpɔ dumeviwo ƒe dedenɔnɔ ta,https://ellecitoyenne.com/,"Blog, News",33,20
"Réclamé de longues dates par les militantes féministes, les syndicats et nombre de pères, l’allongement de ce congé avait fait l’objet de plusieurs pétitions",nu sia nyɔnutaʋlihabɔbɔwo biae ƒè geɖewoe nye esia,https://l-frii.com/,News,24,8
Pourtant nous sommes tous victimes. ,egble nu le mia katã ŋu,https://ellecitoyenne.com/,"Blog, News",5,6
Sa mère la déposait chaque matin au lycée pendant que lui devait faire des mains et des pieds pour emprunter un bus,audrey la nɔa kɔ nae ɖe ʋú me vana ŋdi sia ŋdi le esi me eya dzea agbagba hafi te ŋu vana,https://leschroniquesdetchonte.com/,Blog,22,22
C'est pourquoi notre part de responsabilité est grande dans la tragédie d'octobre dernier. ,esiatae míatɔ gome  sɔgbɔ le dzɔgbevɔ̃e fɔku si dzɔ nyitsɔ la me,https://ellecitoyenne.com/,"Blog, News",13,12
Il n'est pas possible de parler de viol conjugal en Afrique sans tenir compte de la structure des sociétés. ,tsi adza ɣe aɖewo ɣi gake woe wòle be nàkpɔ egbɔ be dzo si nedo la magatsi o,https://ellecitoyenne.com/,"Blog, News",19,18
"""Ces petites choses dont le Camerounais lambda n'est pas conscient mais qui font de lui un pietre citoyen, ou ces lois et décrets qu'il ne s'approprie pas, ce qui le pousse à rester dans la faute. """,nusi negblɔ la le eteƒe eye wòɖe alesi kuɣi la deto kple Kamaloviwo ƒe fukpekpe la fia,https://ellecitoyenne.com/,"Blog, News",37,17
Je n’ai que 21 ans mais aujourd’hui nous avons échangé les rôles et je ne sais plus depuis quand je suis devenue ta mère,ƒè 21 koe le asinye ke nyemenya tso ɣe ka ɣie mezu nɔwo o,https://leschroniquesdetchonte.com/,Blog,24,14
"Ã€ 18h30, la circulation à TODMAN est trop difficile,","Fiẽ ga ade kple afã la, esesẽ be woaɖe zɔ̃",TakwimuLab,Daily lfe,9,10
Des versets ont été ensuite révélés pour les autoriser à se défendre et à combattre ceux qui les ont combattus,wova ɖe kpukpui siwo namɔ wo be woaʋli woɖokuiwo ta la fia woe,https://leschroniquesdetchonte.com/,Blog,20,13
"Donc, le petit lièvre, il est content que ma mère soit morte !",Ke fɔmizi suea kpɔ dzidzɔ be nɔnye kua?,https://carnet-de-contes.jimdofree.com/contes/contes-africains/,Tales,13,8
Être seul,anɔ ɖeka,https://aphtalcisse.tg/,Blog,2,2
– avoir au moins 1 an d’expérience professionnelle dans l’entretien de locaux administratifs,axɔ ƒè ɖeka teti le dɔsiawowɔwɔ mee,https://l-frii.com/,News,13,7
"Il y a beaucoup de revendeurs devant l'hôpital,",Nudzrala geɖewo le dɔyɔƒea ŋgɔ,TakwimuLab,Daily lfe,8,5
"""website * Il s'agit ici de renforcer l'identité afin d'avoir des sociétés dynamiques qui fonctionnent selon un plan précis conçu par des personnes au coeur  des réalités, des sociétés"" où les jeunes héritent des générations antérieures non plus sur la base de la peur ou d'une autorité tyrannique, mais sur le bien précieux qu'est la connaissance, le savoir. """,ʋu flesre bubu eye mae le ,https://ellecitoyenne.com/,"Blog, News",59,6
"Le lion attendit avec impatience quelques années, puis un jour, il se dirigea vers le village et demanda à Samba :","Dzata lala keke deɖi te eŋu eye woyi kɔƒea gbeɖeka he dogo Samba hebiɛ be,",https://carnet-de-contes.jimdofree.com/contes/contes-africains/,Tales,21,15
Umar a refusé de croire que le prophète (saw) était mort et disait que c’était un mensonge des hypocrites,Umar be yemaka ɖe esia dzi o bena dzimaxɔsetɔwo ƒe adzenyae,https://leschroniquesdetchonte.com/,Blog,19,11
"J'ai été touchée par la manière dont ils prenaient soin les uns des autres avant la prophétie d'Abulu,",mekpɔ alesi wo léa be na wonɔewo hafi Abulu nyagblɔɖi va ɖo,https://leschroniquesdetchonte.com/,Blog,18,12
"""Dans le cadre de ce regroupement, des cours de répétition sont organisés pour les plus jeunes scolarisés, ainsi que des activités d'assainissement. """,wofianu sɔxɛ sukuviwo le sukudɔwo kple kɔkɔenyenye ŋu le bɔbɔ siawo me,https://ellecitoyenne.com/,"Blog, News",23,12
"
Ma mère et moi et dans un même plat, ton père dans ses couverts personnels, l’autre femme dans un plat séparé","nye kple nɔnye ɖe du, tɔ́wo ɖe eƒe agbawo me eye nyɔnua ɖui le agbã bubu me",https://aphtalcisse.tg/,Blog,21,17
"J'ai animé des ateliers de lecture avec des enfants de la fondation Hirondelles à  Attoban,",mekplɔ nufiafiawo kple Fondation Hirondelles viwo le Attoban,https://leschroniquesdetchonte.com/,Blog,15,8
"""Ce ""«"" mais"" ""» qui questionne les initiatives présentées, qui met en lumiere leurs limites et qui pousse à réfléchir au moyen d'améliorer l'initiative présentée pour la rendre plus utile. """,nyakpe gake sia ye wɔe be ehiã be woagatrɔ asi le woƒe ɖoɖo la ŋu eye wokpɔ egbɔ be woahe viɖe geɖee vɛ wu,https://ellecitoyenne.com/,"Blog, News",31,24
"Vous pouvez supprimer les commentaires inappropriés (vulgaires, racistes, etc)",miate ŋu atutu nyatoleŋui tramawo abe gbɔɖiame alo ameɖiɖikpɔtɔtɔwoe,https://leschroniquesdetchonte.com/,Blog,9,9
"Le seul livre que je lis parfois juste après la prière de fajr, c'est la traduction en français du Coran,",agbãlɛ ɖeka si mexlẽna le gbedodoɖa megbe enye Coran ƒe tɔtrɔ le Frãsɛgbeme,https://leschroniquesdetchonte.com/,Blog,20,13
"Etonnant quand on sait que"" la population jeune ( à  ans) était estimée à "" 8""  en 0. ",ewɔ moyaa ne mienya be sɔxɛwo ƒe xlexleme mesɔgbɔ tsã alea o,https://ellecitoyenne.com/,"Blog, News",18,12
"Vous devez rester vous, authentique, tout en faisant chaque fois dans le politiquement correct,","mieɖo la nye miaŋutɔ, awɔ nusi dze",https://leschroniquesdetchonte.com/,Blog,14,7
"Alors quelles sont vos préférences,",ke nukawoe nye vevietɔ na mi,https://leschroniquesdetchonte.com/,Blog,5,6
9Le Président affirmait que le vaccin russe était sûr et efficace,Putine be rɔsia tike la kakaɖedzi le eŋu eye wowɔa dɔ nyuie,https://l-frii.com/,News,11,12
"Un livre apparemment excellent, si je me réfère aux commentaires de Befoune et Mylène",agbalẽa aɖa nyo le Befoune kple Mylène ƒè nyakpɔleŋui ta,https://leschroniquesdetchonte.com/,Blog,14,10
"Tout individu a droit à la liberté d'opinion et d'expression, ce qui implique le droit de ne pas être inquiété pour ses opinions et ",dzena su ame sia ame si be ne woaƒo nju aɖe eƒe susu ɖe go esia ta womatsi eyome le eƒe susu ta o kple,https://www.ohchr.org/EN/UDHR/Pages/Language.aspx?LangID=ewe,Human Rights,24,25
Désolée j’étais sous la douche lorsque tu m’as appelée,"tsɔe kem, menɔ tsiclem hafi neyɔm",https://leschroniquesdetchonte.com/,Blog,9,6
"Si vous avez déjà créé un business, « De la performance à l’excellence » de Jim Collins pourrait vous aider à vous dépasser en apprenant ce qui distingue les entreprises excellentes de celles qui ont juste une bonne performance", ƒe agbalẽ nyo na ame siwo ɖo dɔwɔƒe kpɔ elabe efia adzɔ siwo deto kple esiwo le gakpɔm ko,https://leschroniquesdetchonte.com/,Blog,39,19
"Le lendemain, le calao ft comme Zozani le lièvre le lui avait demandé.","Esi nu ke koa, Kalao wɔ nu si Zozani gblɔ nae la dzi.",https://carnet-de-contes.jimdofree.com/contes/contes-africains/,Tales,13,13
Meghan Markle est prête à tout pour gagner son procès contre le Mail on Sunday,Meghan Markle sɔgbe hena mail on sunday dzi ɖuɖu le kodzoa me,https://l-frii.com/,News,15,12
" Et si tout va bien, d’ici une demi-heure, il pourra compter des liasses de billets","ke ne nuwo yi nyuie la, ekem wole gagbalẽwo xlege le gaɔfɔf afã megbe",https://aphtalcisse.tg/,Blog,15,14
" Des cuillers qui émergeaient d’une eau ocre, des gobelets avec des traces de gras ou avec des fonds pleins de moisissure… La crasse était indescriptible",gatsi kple kɔpowo le tsi ƒoɖi ʋaʋã me eye nuwo katã le nyamaa,https://aphtalcisse.tg/,Blog,25,13
"Je veux dire sur les terres des « Indiens » qui ont été massacrés par les blancs venus d'Europe,",medi be magblɔ le india tɔwo siwo yurupatɔwo wu la  ƒe anyigbãwo dzi,https://leschroniquesdetchonte.com/,Blog,19,13
"Il n'a jamais mis les pieds à  l'école,",meyi suku kpɔ o,https://leschroniquesdetchonte.com/,Blog,8,4
"""Lorsque la fille de la poétesse Dominique Christina a eu ses premieres regles, une fête des regles ayant la couleur rouge pour theme a été organisée. ""","  esi nuŋlɔla Dominique Christina ƒe vi ɖo asi anyi zi gbãtɔ la ,woɖu asiɖoanyi ŋukeke nae",https://ellecitoyenne.com/,"Blog, News",27,16
Mais ce n’est qu’une partie de l’iceberg et ce n’est même pas comme ça qu’elle s’est décrite aujourd’hui,gake menye nenema woɖee fia egbea o,https://leschroniquesdetchonte.com/,Blog,18,7
"Et ce livre ainsi que l’histoire de son auteur, peuvent aider les jeunes à prendre conscience et à faire de meilleurs choix de vie",agbelẽa kple eŋlɔla ƒe ŋutinya ate ŋu kpe ɖe ɖekakpuiwo ŋu hena tsatsiã nyuitɔ wɔwɔ le woƒe agbe me,https://leschroniquesdetchonte.com/,Blog,24,19
"""Lorsqu'un bien est mal conçu, il nous dessert, et les pertes en découlent tant du côté producteur que consommateur, voire écosysteme. ""","nenye be womewɔ nuɖuɖu aɖe ŋudɔ nyui o  la,egblea nu le ame ŋu eye emetsonuawo vaa esala kple eɖula sia dzi",https://ellecitoyenne.com/,"Blog, News",22,21
"Certaines en journée, d’autres ont la possibilité de prendre des cours du soir",ame aɖewo wɔa dɔ le ŋdɔ me hafi ɖewo vana zãme,https://leschroniquesdetchonte.com/,Blog,13,11
On t’a accusé d’avoir détourné des millions,wobe efi miliɔnwo,https://leschroniquesdetchonte.com/,Blog,7,3
”C’est la voix de ma collègue Christiane que j’entends,christiane nye hadɔwɔlaƒe gbee nye ekem,https://leschroniquesdetchonte.com/,Blog,9,6
"Le passage de son enfance aux problèmes de drogue qui ont affecté sa vie de famille aurait sans doute pu être un peu plus réduit, ou mieux utilisé",woate ŋu ale eƒe ɖevi me ƒe nyawo ƒoƒui alo azã wo nyuie wu,https://leschroniquesdetchonte.com/,Blog,28,14
"""Tiens par exemple le cas du sénégal, bcp boudent le riz local alors qu'il est aussi bon que le riz importé (j'ai gouté)""€¦ On croit à tort que ce qui vient de l'extérieur est meilleur. """,le sénégal la ; ame geɖewo trsi wodedu mɔli la gake eya hã ɖo  asixɔxɔ abe dutatɔ ke ene ,https://ellecitoyenne.com/,"Blog, News",36,19
"""Les camerounais ont oublié qui ils furent! Lassés par ces luttes du passé qui n'ont abouti à rien, et au contraire maintenu le président au pouvoir. """,KAMALOVIWO ŋlɔbe be yewo wɔ ʋliʋli ʋuu gake viɖe aɖeke medo tso eme o gake ɖeko dukplɔla gale zidzi,https://ellecitoyenne.com/,"Blog, News",27,19
"7- Lecture et dictéeLe premier jour du camp, nous avons lu « Le dinosaure du Kilimandjaro » de Donald Grant et les enfants ont fait une dictée sur un extrait du livre,","nuxexlẽ kple nuyɔŋlɔ le mɔkeke godoƒe gɔmedzedze, miexlẽ « Le dinosaure du Kilimandjaro » Donald Grant tɔ eye ɖeviawo wɔ nuyɔŋlɔ ɖe eƒe akpa ɖe dzi",https://leschroniquesdetchonte.com/,Blog,32,26
"""En quoi l'émancipation de la femme, serait liée à l'homme?",nukamee nyɔnu ƒe tasɔsɔ kple ŋutsu atso ŋutsu gbɔ le?,https://ellecitoyenne.com/,"Blog, News",10,10
Fatou lui demanda alors :,"Ke Fatu biae be,",https://carnet-de-contes.jimdofree.com/contes/contes-africains/,Tales,5,4
" Parce que justement, de tout le temps que nous avons passé ensemble, jamais il ne nous est arrivé de prier ensemble","elabe tso esi nye kplii mieli ko la, miedo gbe ɖa ɖe du kpɔ o",https://aphtalcisse.tg/,Blog,21,15
"""J'ai voulu porter la voix des sans voix, mais j'ai pensé être limitée dans mon travail par l'acces à internet. """,ŋusẽdodo dɔwɔwɔ asi le asi me dea agbe dzeɖoɖowo me le gadzroɖoƒewo ŋukume ,https://ellecitoyenne.com/,"Blog, News",21,13
"Des que ça ndem ça devient le Cameroun de Paul BiyaðŸ˜¹ ""€” Ehode patrick (@pchstar) October  0 ""€” #FrankoForMAMA0""š¡ (@ReneAdrivn) October  0 Cet article est un article du dossier Réflexions autour du déraillement du  octobre 0 à Eseka au Cameroun Triste loi des séries au Cameroun""€¦Déraillement de train à Eseka sur l'axe Yaoundé-Douala https://t. """,Otto J Wilson sie nye titinadua ƒe kplɔla,https://ellecitoyenne.com/,"Blog, News",55,8
"Eloà¯se Valentine que Monsieur Mugusi a surnommée Audace parce qu'elle en a à  revendre face aux challenges que la vie lui impose,","Eloase Valentine si dzi aƒetɔ Mugusi da ŋukɔ ɖo be Audace la, elabe eɖua agbe sia ƒe xaxawo dzi",https://leschroniquesdetchonte.com/,Blog,22,19
"Il faut s'habituer à  travailler régulièrement sur les projets qui nous tiennent à  coeu r,",midɔ la wɔdɔ na ɖoɖo siwo le vevie na mi,https://leschroniquesdetchonte.com/,Blog,15,10
